# Bispectrum monopole for SGC EZmock_complete
# Subtracted SN: kindep
# k1-eff  k2-eff  k3-eff  B0  B0-BSN  Std_dev  Std_dev(-BSN)
1.528299999999999971e-02 4.010899999999999882e-02 4.509300000000000114e-02 1.366772504291536903e+10 8.069118929847707748e+09 3.375488118167779446e+09 3.376351256857862949e+09
1.528299999999999971e-02 4.010899999999999882e-02 5.008300000000000252e-02 1.397470404864633751e+10 8.376097935578690529e+09 3.455837717770915508e+09 3.455197916503561497e+09
1.528299999999999971e-02 4.010899999999999882e-02 5.508300000000000002e-02 1.428260972430015373e+10 8.684003611232505798e+09 4.081056799981196880e+09 4.080490688746392727e+09
1.528299999999999971e-02 4.010899999999999882e-02 6.007599999999999746e-02 1.413279776466820908e+10 8.534191651600564003e+09 9.743709831538228989e+09 9.741740028878643036e+09
1.528299999999999971e-02 4.509300000000000114e-02 4.509300000000000114e-02 1.328066608076775932e+10 7.682059967700102806e+09 4.272831339600056648e+09 4.272517990277316570e+09
1.528299999999999971e-02 4.509300000000000114e-02 5.008300000000000252e-02 1.314528451655354309e+10 7.546678403485894203e+09 2.978164241055147648e+09 2.977486914476278305e+09
1.528299999999999971e-02 4.509300000000000114e-02 5.508300000000000002e-02 1.330074176675304222e+10 7.702135653685354233e+09 2.873913146728449345e+09 2.873440182020528793e+09
1.528299999999999971e-02 4.509300000000000114e-02 6.007599999999999746e-02 1.367390939321804428e+10 8.075303280150384903e+09 3.656555229536277294e+09 3.656174652240093231e+09
1.528299999999999971e-02 4.509300000000000114e-02 6.506599999999999884e-02 1.385460879944893646e+10 8.256002686381284714e+09 8.725333262606941223e+09 8.725391318969490051e+09
1.528299999999999971e-02 5.008300000000000252e-02 5.008300000000000252e-02 1.268254266660590935e+10 7.083936553538235664e+09 3.888999063066610336e+09 3.887904693967159271e+09
1.528299999999999971e-02 5.008300000000000252e-02 5.508300000000000002e-02 1.273590089151070976e+10 7.137294778443058968e+09 2.612634771133367062e+09 2.611506692866627216e+09
1.528299999999999971e-02 5.008300000000000252e-02 6.007599999999999746e-02 1.297749726989272499e+10 7.378891156825066566e+09 2.574728671797095299e+09 2.574309520920090199e+09
1.528299999999999971e-02 5.008300000000000252e-02 6.506599999999999884e-02 1.328000698186131096e+10 7.681400868793660164e+09 3.335322861768565178e+09 3.335144954473186016e+09
1.528299999999999971e-02 5.008300000000000252e-02 7.006400000000000128e-02 1.348063618808336449e+10 7.882030075015735626e+09 7.791606202192757607e+09 7.792466028345470428e+09
1.528299999999999971e-02 5.508300000000000002e-02 5.508300000000000002e-02 1.240455783047961235e+10 6.805951717411965370e+09 3.448976969462705135e+09 3.447881233303898811e+09
1.528299999999999971e-02 5.508300000000000002e-02 6.007599999999999746e-02 1.249852828733918953e+10 6.899922174271552086e+09 2.395225944578734875e+09 2.395085706196116924e+09
1.528299999999999971e-02 5.508300000000000002e-02 6.506599999999999884e-02 1.257925273757207108e+10 6.980646624504428864e+09 2.349551230023078918e+09 2.349770797295437813e+09
1.528299999999999971e-02 5.508300000000000002e-02 7.006400000000000128e-02 1.284047695486751747e+10 7.241870841799832344e+09 2.874359400013883591e+09 2.873671537914957523e+09
1.528299999999999971e-02 5.508300000000000002e-02 7.506100000000000272e-02 1.259073245538071823e+10 6.992126342313069344e+09 7.040600666679272652e+09 7.040845979647141457e+09
1.528299999999999971e-02 6.007599999999999746e-02 6.007599999999999746e-02 1.207038233115493584e+10 6.471776218087261200e+09 3.049127319606135845e+09 3.049333847633800983e+09
1.528299999999999971e-02 6.007599999999999746e-02 6.506599999999999884e-02 1.207786349551020432e+10 6.479257382442545891e+09 2.121679435747668743e+09 2.121402091268084526e+09
1.528299999999999971e-02 6.007599999999999746e-02 7.006400000000000128e-02 1.230365874687011147e+10 6.705052633802453995e+09 2.204711845937482834e+09 2.204823778135107994e+09
1.528299999999999971e-02 6.007599999999999746e-02 7.506100000000000272e-02 1.252614328172038460e+10 6.927537168652718544e+09 2.805250128011898041e+09 2.805335246176180363e+09
1.528299999999999971e-02 6.007599999999999746e-02 8.005600000000000216e-02 1.282180141589516830e+10 7.223195302827515602e+09 6.532873855649863243e+09 6.532583572422106743e+09
1.528299999999999971e-02 6.506599999999999884e-02 6.506599999999999884e-02 1.182177299956322479e+10 6.223166886495572090e+09 2.937486577950366497e+09 2.937410552265432835e+09
1.528299999999999971e-02 6.506599999999999884e-02 7.006400000000000128e-02 1.188241704349868393e+10 6.283810930431013107e+09 2.033313309441534281e+09 2.032604610661312342e+09
1.528299999999999971e-02 6.506599999999999884e-02 7.506100000000000272e-02 1.194375813318898773e+10 6.345152020121314049e+09 2.043611045366896391e+09 2.043640191924805880e+09
1.528299999999999971e-02 6.506599999999999884e-02 8.005600000000000216e-02 1.225391619739828873e+10 6.655310084330612183e+09 2.504233228427866459e+09 2.504649118676764965e+09
1.528299999999999971e-02 7.006400000000000128e-02 7.006400000000000128e-02 1.162636087389298439e+10 6.027754760825316429e+09 2.572665487154788494e+09 2.572627967694241524e+09
1.528299999999999971e-02 7.006400000000000128e-02 7.506100000000000272e-02 1.159150085895396805e+10 5.992894745886322975e+09 1.868309248602066278e+09 1.867941567440011501e+09
1.528299999999999971e-02 7.006400000000000128e-02 8.005600000000000216e-02 1.177141431934371567e+10 6.172808206276080132e+09 1.959898128461343288e+09 1.958832710831677437e+09
1.528299999999999971e-02 7.506100000000000272e-02 7.506100000000000272e-02 1.153431755656599998e+10 5.935711443498331070e+09 2.465139236428389549e+09 2.465416627514513016e+09
1.528299999999999971e-02 7.506100000000000272e-02 8.005600000000000216e-02 1.146200966835158920e+10 5.863403555283950806e+09 1.793352044550534010e+09 1.792303923496115446e+09
1.528299999999999971e-02 8.005600000000000216e-02 8.005600000000000216e-02 1.113692359519355583e+10 5.538317482125888824e+09 2.253410378968087673e+09 2.252103228716814041e+09
